,City,Country,Lat,Lng,Max Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph),Current Description
348,Buckeye,US,33.3703,-112.5838,95.31,19,0,7.36,clear sky
349,Camaná,PE,-16.6228,-72.7111,60.57,84,100,6.62,overcast clouds
350,Guerrero Negro,MX,27.9769,-114.0611,69.24,78,0,17.92,clear sky
351,Popondetta,PG,-8.7537,148.2534,76.48,86,100,0.78,overcast clouds
352,Chacabuco,AR,-34.6417,-60.4739,61.81,95,100,6.53,overcast clouds
353,Colares,PT,38.7992,-9.4469,66.29,76,1,24.7,clear sky
354,Palmeirais,BR,-5.9778,-43.0633,78.98,40,98,1.54,overcast clouds
355,Cabo San Lucas,MX,22.8909,-109.9124,86.5,79,20,9.22,few clouds
356,Virginia Beach,US,36.8529,-75.978,75.02,77,1,9.22,clear sky
357,Nikšić,ME,42.7731,18.9445,67.87,96,45,4.79,scattered clouds
358,Hamilton,BM,32.2915,-64.778,81.0,80,20,5.99,few clouds
359,Gayéri,BF,12.6497,0.4931,76.71,81,96,7.61,overcast clouds
360,Iracoubo,GF,5.4802,-53.2011,79.81,80,100,10.56,overcast clouds
361,Ürümqi,CN,43.801,87.6005,72.55,25,0,4.47,clear sky
362,Sémbé,CG,1.6481,14.5806,69.46,97,98,1.81,overcast clouds
363,Khasan,RU,42.4308,130.6434,64.31,66,100,10.54,overcast clouds
364,Nísia Floresta,BR,-6.0911,-35.2086,77.81,73,64,10.25,broken clouds
365,Kachug,RU,53.9606,105.8817,59.92,60,8,3.44,clear sky
366,Harper,LR,4.375,-7.7169,77.56,84,32,2.77,light rain
367,Poso,ID,-1.3959,120.7524,85.15,66,100,2.8,overcast clouds
368,Tura,RU,64.2833,100.25,41.63,87,100,3.67,overcast clouds
369,Westport,IE,53.8,-9.5167,59.16,100,20,3.6,few clouds
370,Presidencia Roque Sáenz Peña,AR,-26.7852,-60.4388,83.21,30,60,6.82,broken clouds
371,Magadan,RU,59.5667,150.8,46.4,89,100,4.25,moderate rain
372,Necochea,AR,-38.5473,-58.7368,53.04,90,100,12.48,light rain
373,Umm Kaddadah,SD,13.6017,26.6876,84.88,50,85,6.02,overcast clouds
374,Praia,CV,14.9215,-23.5087,79.97,88,100,6.13,overcast clouds
375,Kruisfontein,ZA,-34.0033,24.7314,51.37,89,0,7.02,clear sky
376,Maragogi,BR,-9.0122,-35.2225,74.26,81,61,7.61,broken clouds
377,Freeport,US,40.6576,-73.5832,70.99,80,1,3.0,clear sky
378,Flin Flon,CA,54.7682,-101.865,53.65,55,74,8.63,broken clouds
379,Voznesen'ye,RU,61.0106,35.4781,40.39,71,99,13.27,overcast clouds
380,Omboué,GA,-1.5746,9.2618,74.93,85,100,4.36,overcast clouds
381,Wanning,CN,18.8003,110.3967,86.5,68,5,6.04,clear sky
382,Prince Rupert,CA,54.3161,-130.3201,55.49,83,75,4.61,broken clouds
383,Vardø,NO,70.3705,31.1107,43.56,74,100,25.93,overcast clouds
384,Ponta do Sol,PT,32.6667,-17.1,72.23,74,55,6.11,broken clouds
385,Ibirama,BR,-27.0569,-49.5178,67.84,100,100,2.13,overcast clouds
386,Teodoro Sampaio,BR,-22.5325,-52.1675,83.41,26,28,4.38,scattered clouds
387,Mareeba,AU,-17.0,145.4333,79.48,56,68,7.07,broken clouds
388,Whyalla,AU,-33.0333,137.5833,62.49,36,75,20.71,broken clouds
389,Northam,AU,-31.6667,116.6667,60.22,62,0,17.38,clear sky
390,Kisangani,CD,0.5167,25.2,67.15,99,100,0.89,overcast clouds
391,Muisne,EC,0.6,-80.0333,75.07,87,99,8.34,overcast clouds
392,Ikwiriri,TZ,-7.9562,38.9716,75.42,73,96,8.66,overcast clouds
393,Canguçu,BR,-31.395,-52.6756,62.44,98,100,6.53,overcast clouds
394,Severo-Kuril'sk,RU,50.6789,156.125,51.82,75,53,17.18,broken clouds
395,Kingaroy,AU,-26.5333,151.8333,81.73,31,4,8.59,clear sky
396,Cotonou,BJ,6.3654,2.4183,78.24,86,100,8.63,light rain
397,Izumo,JP,35.3667,132.7667,78.69,61,20,5.75,few clouds
398,Taree,AU,-31.9,152.4667,78.06,27,0,6.91,clear sky
399,Kroya,ID,-7.6331,109.2461,80.47,73,65,11.7,broken clouds
400,Portland,AU,-38.3333,141.6,47.97,76,100,21.14,overcast clouds
401,Mossamedes,AO,-15.1961,12.1522,60.1,87,12,6.73,few clouds
402,Río Gallegos,AR,-51.6226,-69.2181,44.65,65,0,12.66,clear sky
403,Eldorado,BR,-23.7869,-54.2836,78.22,45,100,5.61,overcast clouds
404,Henties Bay,NA,-22.116,14.2845,49.86,91,1,7.36,clear sky
405,Oxford,US,39.507,-84.7452,77.32,69,100,2.77,overcast clouds
406,Bonavista,CA,48.6499,-53.1147,55.11,97,100,25.12,light rain
407,Karpathos,GR,35.507,27.2132,75.16,88,0,3.44,clear sky
408,Ukholovo,RU,53.7929,40.4892,43.79,94,100,18.52,moderate rain
409,Muravlenko,RU,63.7898,74.523,34.63,98,69,14.12,light rain
410,Dudinka,RU,69.4058,86.1778,28.62,86,100,20.42,overcast clouds
411,Sri Aman,MY,1.2376,111.4621,82.45,83,40,2.3,scattered clouds
412,Arzgir,RU,45.3728,44.2206,61.88,69,99,4.76,light rain
413,Areia Branca,BR,-4.9561,-37.1369,75.81,74,31,15.41,scattered clouds
414,São Miguel do Araguaia,BR,-13.275,-50.1628,83.46,18,7,3.15,clear sky
415,Zhangye,CN,38.9342,100.4517,70.5,24,5,6.11,clear sky
416,Sabang,ID,5.8933,95.3214,80.2,76,100,18.81,moderate rain
417,Bilibino,RU,68.0546,166.4372,27.79,61,96,4.23,overcast clouds
418,La Asuncion,VE,11.0333,-63.8628,82.13,74,15,8.05,few clouds
419,Ozinki,RU,51.1786,49.6769,42.78,49,80,9.69,broken clouds
420,Florø,NO,61.5996,5.0328,53.56,87,90,11.5,overcast clouds
421,Santa Cruz del Norte,CU,23.1539,-81.9236,81.21,82,68,11.18,broken clouds
422,Burnie,AU,-41.0667,145.9167,53.92,65,22,17.38,few clouds
423,Am Timan,TD,11.0297,20.2827,71.76,92,87,4.94,overcast clouds
424,Mlonggo,ID,-6.5333,110.7,85.89,53,41,5.84,scattered clouds
425,Irtyshskiy,RU,58.3333,68.1333,35.49,96,100,10.58,light rain
426,Malumfashi,NG,11.7853,7.6218,71.17,78,72,7.49,broken clouds
427,Misratah,LY,32.3754,15.0925,82.92,46,0,9.91,clear sky
428,Bathsheba,BB,13.2167,-59.5167,77.61,83,20,2.3,few clouds
429,Kimberley,CA,49.6833,-115.9855,41.81,100,75,2.3,broken clouds
430,Winnipeg,CA,49.8844,-97.147,70.99,47,100,1.99,overcast clouds
431,Savonlinna,FI,61.8699,28.88,42.85,70,90,10.36,overcast clouds
432,Botucatu,BR,-22.8858,-48.445,69.04,75,65,7.36,broken clouds
433,Biak,ID,-0.9131,122.8766,81.79,71,66,3.65,broken clouds
434,Zárate,AR,-34.0981,-59.0286,64.02,97,100,8.1,overcast clouds
435,Cabaiguán,CU,22.0789,-79.4992,78.42,93,97,5.93,overcast clouds
436,Natal,BR,-5.795,-35.2094,77.65,78,40,6.91,scattered clouds
437,Taltal,CL,-25.4,-70.4833,60.12,74,0,6.55,clear sky
438,Komsomol'skiy,RU,43.9783,46.6985,61.56,76,96,1.83,overcast clouds
439,Ambilobe,MG,-13.2,49.05,72.18,73,96,5.28,overcast clouds
440,Anadyr,RU,64.75,177.4833,37.9,48,0,4.47,clear sky
441,Altona,CA,49.1047,-97.5596,70.3,36,100,10.18,overcast clouds
442,Sarangani,PH,5.4033,125.4636,80.44,75,100,11.32,overcast clouds
443,Cravo Norte,CO,6.3017,-70.2041,78.42,81,74,1.59,broken clouds
444,Port Augusta,AU,-32.5,137.7667,62.74,29,42,17.92,scattered clouds
445,Neuquén,AR,-38.9516,-68.0591,46.29,53,0,3.44,clear sky
446,Wad Rāwah,SD,15.1603,33.1397,86.16,49,9,5.7,clear sky
447,Cartagena del Chairá,CO,1.3349,-74.8429,75.87,85,78,2.33,broken clouds
448,Bānswāra,IN,23.55,74.45,75.76,94,42,7.27,scattered clouds
449,Vila Franca do Campo,PT,37.7167,-25.4333,68.41,79,18,8.19,few clouds
450,Maniitsoq,GL,65.4167,-52.9,34.68,59,17,15.82,few clouds
451,Port Moresby,PG,-9.4431,147.1797,83.07,70,99,6.82,overcast clouds
452,Muzhi,RU,65.3667,64.6667,30.7,89,54,10.69,broken clouds
453,Bengkulu,ID,-3.8004,102.2655,78.82,77,57,0.43,broken clouds
454,Novikovo,RU,51.1537,37.8879,52.39,98,44,6.38,scattered clouds
455,New Castle,US,41.0037,-80.347,68.43,77,1,0.0,clear sky
456,Rivadavia,AR,-33.1905,-68.4608,63.07,29,100,20.78,overcast clouds
457,Debre Tabor,ET,11.85,38.0167,49.8,71,0,5.23,clear sky
458,Salta,AR,-24.7859,-65.4117,70.57,56,0,1.99,clear sky
459,Boa Vista,BR,2.8197,-60.6733,78.78,83,75,3.44,broken clouds
460,Severnyy,RU,50.677,36.5532,53.64,94,75,4.47,light intensity shower rain
461,Muroran,JP,42.3172,140.9881,71.85,63,30,6.08,scattered clouds
462,Salym,RU,60.0625,71.4789,35.1,98,100,7.9,light rain
463,Aksu,CN,41.1231,80.2644,74.57,21,0,4.09,clear sky
464,Muhos,FI,64.808,25.9931,42.58,82,100,4.43,overcast clouds
465,Gilbués,BR,-9.8317,-45.3439,77.36,29,33,4.18,scattered clouds
466,Nago,JP,26.5881,127.9761,84.63,52,16,1.66,few clouds
467,Pangnirtung,CA,66.1451,-65.7125,31.06,82,17,8.7,few clouds
468,Tegul'det,RU,57.3064,88.1667,42.4,77,100,7.7,overcast clouds
469,Rawson,AR,-43.3002,-65.1023,51.84,53,5,3.18,clear sky
470,Narsaq,GL,60.9167,-46.05,41.22,87,77,2.98,broken clouds
471,College,US,64.8569,-147.8028,50.58,62,75,0.0,broken clouds
472,Walvis Bay,NA,-22.9575,14.5053,50.09,87,6,6.91,clear sky
473,Anchorage,US,61.2181,-149.9003,59.79,48,1,1.01,clear sky
474,Ballina,AU,-28.8667,153.5667,85.78,47,15,11.59,few clouds
475,Ko Samui,TH,9.5357,99.9357,84.11,79,20,1.14,moderate rain
476,Kharan,PK,28.5833,65.4167,78.33,34,0,1.61,clear sky
477,Baykit,RU,61.67,96.37,44.51,96,100,2.33,overcast clouds
478,Carauari,BR,-4.8828,-66.8958,77.13,77,12,1.12,few clouds
479,Kiunga,PG,-6.1219,141.2906,77.88,96,98,1.05,overcast clouds
480,Palu,ID,-0.8917,119.8707,83.97,78,100,1.88,moderate rain
481,Moindou,NC,-21.6924,165.677,78.75,53,11,13.85,few clouds
482,Kaohsiung City,TW,22.6163,120.3133,90.03,65,75,3.0,broken clouds
483,Khandyga,RU,62.6667,135.6,35.33,99,100,4.0,light rain
484,Alekseyevsk,RU,57.8406,108.3492,56.03,68,97,2.33,overcast clouds
485,Sinop Province,TR,41.7711,34.8709,54.03,79,78,5.7,broken clouds
486,Beckley,US,37.7782,-81.1882,73.89,81,75,1.01,broken clouds
487,Hofn,IS,64.2539,-15.2082,50.56,97,100,21.63,overcast clouds
488,Macedo de Cavaleiros,PT,41.5382,-6.9611,56.19,74,35,4.07,scattered clouds
489,Carmen,CR,9.8728,-83.9211,64.51,86,100,1.92,overcast clouds
490,Dzhebariki-Khaya,RU,62.2167,135.8,34.72,98,100,6.53,light rain
491,Porto Velho,BR,-8.7619,-63.9039,78.85,83,0,1.14,light rain
492,Viking,CA,53.1001,-111.7684,47.43,59,94,11.27,overcast clouds
493,Iskateley,RU,67.6803,53.1512,39.16,71,100,8.39,overcast clouds
494,Filingué,NE,14.3521,3.3168,84.34,57,93,18.37,overcast clouds
495,La Palma,PA,8.4028,-78.1453,77.47,90,100,2.95,overcast clouds
496,Mangai,CD,-4.05,19.5333,67.3,91,100,1.83,overcast clouds
497,Oussouye,SN,12.485,-16.5469,75.38,86,100,2.91,overcast clouds
498,Guarapari,BR,-20.6667,-40.4975,75.09,94,95,2.95,overcast clouds
499,Pierre,US,44.3683,-100.351,82.85,48,1,8.01,clear sky
500,Kiama,AU,-34.6833,150.8667,76.37,33,0,9.17,clear sky
501,Rybachiy,RU,48.7073,44.7449,58.86,54,100,10.49,light rain
502,Tripoli,LY,32.8752,13.1875,85.78,34,0,9.04,clear sky
503,Paraúna,BR,-16.9478,-50.4486,79.52,21,11,3.98,few clouds
504,Topaowan,CN,30.67,112.6895,75.02,78,81,9.01,broken clouds
505,Menongue,AO,-14.6585,17.691,63.03,74,22,3.74,few clouds
506,Araci,BR,-11.3333,-38.9667,67.73,84,98,6.29,overcast clouds
507,Moussoro,TD,13.6408,16.4901,85.82,53,91,8.77,overcast clouds
508,Ascensión,BO,-15.7,-63.0833,81.3,49,100,3.2,overcast clouds
509,Beyneu,KZ,45.3167,55.2,57.18,39,50,10.83,scattered clouds
510,Atsipopoulo,GR,35.35,24.4333,77.38,47,0,1.41,clear sky
511,Shishou,CN,29.7226,112.419,74.66,79,86,6.98,light rain
512,Stara Zagora,BG,42.4328,25.6419,65.91,64,1,2.95,clear sky
513,Moa,CU,20.6569,-74.9403,79.7,85,67,9.82,broken clouds
514,Bandar-e Lengeh,IR,26.5579,54.8807,89.71,79,7,11.5,clear sky
515,Papetoai,PF,-17.4961,-149.8729,80.19,72,13,16.6,few clouds
516,Saint-Joseph,RE,-21.3667,55.6167,61.21,77,32,10.96,scattered clouds
517,Vidim,RU,56.4088,103.1106,57.06,72,98,5.53,overcast clouds
518,Balkanabat,TM,39.5108,54.3671,73.85,23,0,12.5,clear sky
519,São José da Coroa Grande,BR,-8.8978,-35.1478,74.53,79,76,7.52,broken clouds
520,Riverton,NZ,-46.35,168.0167,54.14,66,90,10.4,overcast clouds
521,Trelew,AR,-43.249,-65.3051,52.61,46,5,4.09,clear sky
522,Rožňava,SK,48.6601,20.5376,48.92,90,11,4.07,few clouds
523,Bandarbeyla,SO,9.4942,50.8122,77.85,78,100,21.52,overcast clouds
524,Gloversville,US,43.0528,-74.3438,57.18,88,1,1.99,clear sky
525,Arrondissement de Saumur,FR,47.3333,-0.25,55.51,97,100,8.52,overcast clouds
526,Kamaishi,JP,39.2667,141.8833,74.35,59,99,4.65,overcast clouds
527,Dąbrowa Tarnowska,PL,50.1746,20.9863,49.68,82,99,7.45,overcast clouds
528,Vila Velha,BR,-20.3297,-40.2925,75.15,88,75,6.91,broken clouds
529,Mogok,MM,22.9167,96.5,65.75,99,100,0.51,overcast clouds
530,Zhangjiakou,CN,40.81,114.8794,59.27,78,100,2.68,overcast clouds
531,Angoram,PG,-4.0625,144.0661,87.78,60,100,3.22,overcast clouds
532,Auki,SB,-8.7676,160.7034,85.71,63,77,5.46,moderate rain
533,Alugan,PH,12.2188,125.4808,84.09,74,100,7.78,light rain
534,Kerman,IR,30.2832,57.0788,58.86,23,0,4.61,clear sky
535,Santa Cruz,CR,10.2605,-85.5851,77.36,88,100,4.14,overcast clouds
536,Plettenberg Bay,ZA,-34.0527,23.3716,54.86,86,19,3.58,few clouds
537,Nichinan,JP,31.6,131.3667,85.15,72,33,7.36,scattered clouds
538,Churapcha,RU,62.0025,132.4325,33.76,100,100,8.03,light rain
539,Sungai Raya,ID,0.7,108.9,84.24,67,95,9.53,overcast clouds
540,Kavaratti,IN,10.5669,72.642,81.57,78,88,10.69,overcast clouds
541,North Platte,US,41.1239,-100.7654,79.38,55,1,1.01,clear sky
542,Ibotirama,BR,-12.1853,-43.2206,76.53,22,6,1.68,clear sky
543,Zyryanka,RU,65.75,150.85,30.0,91,100,16.22,light snow
544,San Miguelito,NI,11.4026,-84.8999,77.56,87,84,8.86,broken clouds
545,Qiongshan,CN,20.0058,110.3542,87.78,74,40,0.0,scattered clouds
546,Zatoka,UA,46.0725,30.4654,50.54,74,69,14.47,broken clouds
547,Sutatenza,CO,5.0231,-73.4508,58.3,94,92,0.83,overcast clouds
548,Batemans Bay,AU,-35.7167,150.1833,70.99,34,37,11.45,scattered clouds
549,Dubki,RU,43.0225,46.8372,55.69,78,43,3.09,scattered clouds
550,Mujiayingzi,CN,42.1167,118.7833,51.01,97,100,10.71,moderate rain
551,Beatrice,US,40.2681,-96.747,80.24,65,1,12.66,clear sky
552,Lambaré,PY,-25.3468,-57.6065,81.99,61,1,4.61,clear sky
553,Pangai,TO,-19.8,-174.35,78.91,65,20,6.91,few clouds
554,Salinas,EC,-2.2167,-80.9667,69.71,82,94,13.35,overcast clouds
555,Usinsk,RU,65.9939,57.5281,38.35,68,100,13.51,overcast clouds
556,Itarema,BR,-2.9248,-39.9167,78.28,78,37,15.9,scattered clouds
557,Numata,JP,36.6333,139.05,82.49,54,4,5.5,clear sky
558,Asino,RU,56.9979,86.1452,41.32,82,100,10.65,overcast clouds
559,Byron Bay,AU,-28.65,153.6167,85.71,54,19,16.37,few clouds
560,San Joaquin,BO,-16.3829,-58.3947,84.87,18,38,6.11,scattered clouds
561,Tonantins,BR,-2.8731,-67.8022,78.96,77,87,2.19,overcast clouds
562,Villa Carlos Paz,AR,-31.4241,-64.4978,66.88,73,20,8.01,few clouds
563,Piney Green,US,34.716,-77.3202,77.9,94,1,0.0,clear sky
564,Kapiri Mposhi,ZM,-13.9652,28.6809,59.68,70,1,5.46,clear sky
565,Borova,UA,50.1763,30.1043,48.34,92,100,11.03,light rain
566,Itatskiy,RU,56.07,89.0369,42.39,80,98,8.01,overcast clouds
567,Ialibu,PG,-6.2821,143.9935,68.63,84,100,0.09,overcast clouds
568,Conde,BR,-7.2597,-34.9075,74.66,83,0,4.61,clear sky
569,Gweru,ZW,-19.45,29.8167,55.27,53,1,4.83,clear sky
570,Sakakah,SA,29.9697,40.2064,76.57,20,0,2.06,clear sky
571,Kinkala,CG,-4.3614,14.7644,71.91,73,93,1.79,overcast clouds
572,Măgura,RO,45.2667,26.5833,56.75,73,2,0.69,clear sky
573,Hearst,CA,49.6835,-83.6665,68.25,68,87,15.01,overcast clouds
574,Inuvik,CA,68.3499,-133.7218,45.46,42,20,4.61,few clouds
575,Kang,BW,-23.6752,22.7876,67.77,38,81,7.72,broken clouds
576,Lisala,CD,2.15,21.5167,68.61,99,96,2.8,overcast clouds
577,Uyuni,BO,-20.4597,-66.825,52.84,26,22,8.19,few clouds
578,Chapais,CA,49.7834,-74.8492,49.78,75,85,6.71,overcast clouds
579,Kudahuvadhoo,MV,2.6708,72.8944,82.36,71,86,5.14,overcast clouds
580,Thanjavur,IN,10.8,79.15,73.96,71,29,6.33,heavy intensity rain
581,Suntar,RU,62.1444,117.6319,40.87,50,10,4.85,clear sky
582,Delījān,IR,33.9905,50.6838,71.98,23,0,2.84,clear sky
583,Jinchang,CN,38.4953,102.1739,70.52,23,5,9.66,clear sky
584,At-Bashi,KG,41.1702,75.8106,57.13,25,0,0.31,clear sky
585,Ucluelet,CA,48.9329,-125.5528,59.09,92,97,4.12,overcast clouds
586,Taoudenni,ML,22.6783,-3.9836,93.51,17,1,20.83,clear sky
587,Nayoro,JP,44.3506,142.4578,65.64,41,9,5.21,clear sky
588,Szentistván,HU,47.7667,20.6667,48.31,82,98,5.44,overcast clouds
589,Nizwá,OM,22.9333,57.5333,78.26,67,24,0.65,few clouds
590,Yairipok,IN,24.6667,94.0667,75.06,91,67,0.89,broken clouds
591,Waipawa,NZ,-41.4122,175.5153,59.63,64,58,6.71,broken clouds
592,Caesarea,IL,32.5189,34.9046,75.51,73,0,3.18,clear sky
593,Conceição do Araguaia,BR,-8.2578,-49.2647,85.01,29,16,0.92,few clouds
594,Rajapolah,ID,-7.221,108.1896,75.69,79,72,4.92,broken clouds
595,Yamada,JP,39.4667,141.95,72.57,53,87,4.43,overcast clouds
596,Anori,BR,-3.7728,-61.6442,73.15,95,55,2.53,broken clouds
597,Kaniama,CD,-7.5667,24.1833,66.43,88,97,2.08,overcast clouds
598,Talcahuano,CL,-36.7167,-73.1167,47.88,81,0,8.05,clear sky
599,Haines Junction,CA,60.7522,-137.5108,55.35,41,94,3.44,overcast clouds
600,Marsá Maţrūḩ,EG,31.3525,27.2453,76.6,81,0,6.2,clear sky
601,Hambantota,LK,6.1241,81.1185,82.13,76,30,12.03,scattered clouds
602,La Massana,AD,42.5667,1.4833,43.84,82,77,4.23,broken clouds
603,Jieshi,CN,22.8134,115.8257,84.78,74,9,6.17,moderate rain
604,Barra de Tecoanapa,MX,16.5167,-98.75,81.09,79,100,2.28,overcast clouds
605,Boden,SE,65.8252,21.6886,44.6,81,100,3.22,overcast clouds
606,Coahuayana Viejo,MX,18.7333,-103.6833,81.88,87,97,2.37,overcast clouds
607,Hirara,JP,24.8,125.2833,85.86,84,40,5.75,scattered clouds
608,Palmer,US,42.1584,-72.3287,60.75,83,1,0.0,clear sky
609,Paracuru,BR,-3.41,-39.0306,80.62,78,77,14.67,broken clouds
610,Paamiut,GL,61.994,-49.6678,36.07,81,93,12.88,overcast clouds
611,Ocean City,US,39.2776,-74.5746,69.98,75,1,5.01,clear sky
612,Guider,CM,9.9342,13.9486,74.07,81,100,1.5,overcast clouds
613,Todos Santos,MX,23.45,-110.2167,84.11,83,21,1.14,few clouds
614,Lipin Bor,RU,60.2622,37.9763,33.39,84,100,10.36,overcast clouds
615,Port-de-Bouc,FR,43.4,4.9833,61.43,83,0,3.44,clear sky
616,Magadi,KE,-1.9012,36.287,73.42,43,4,2.08,clear sky
617,Mizdah,LY,31.4451,12.9801,75.09,26,0,2.62,clear sky
618,Shalya,RU,57.2471,58.7298,29.03,96,74,6.15,broken clouds
619,Ntcheu,MW,-14.8203,34.6359,56.16,72,0,3.31,clear sky
620,Kigorobya,UG,1.6162,31.3089,65.37,87,36,2.8,scattered clouds
621,Itapagé,BR,-3.6867,-39.5861,73.0,80,78,5.59,broken clouds
622,Punta Umbría,ES,37.1821,-6.9661,69.24,47,0,4.7,clear sky
623,Novobiryusinskiy,RU,56.9578,97.7076,54.88,88,100,2.64,overcast clouds
624,Shādegān,IR,30.6497,48.6647,75.15,19,0,9.44,clear sky
625,Redmond,US,47.674,-122.1215,61.99,92,90,1.01,overcast clouds
626,Puerto Madero,MX,14.7208,-92.4215,77.2,100,75,4.61,broken clouds
627,Honiara,SB,-9.4333,159.95,82.96,76,100,9.84,overcast clouds
628,Mitsamiouli,KM,-11.3847,43.2844,75.78,71,4,5.5,clear sky
629,Kenora,CA,49.8167,-94.4337,70.77,73,75,6.91,broken clouds
630,Zavetnoye,RU,47.1194,43.8903,60.46,62,100,11.45,light rain
631,Batagay-Alyta,RU,67.8006,130.4114,29.17,72,95,1.3,overcast clouds
632,Cáceres,BR,-16.0706,-57.6789,82.89,19,9,5.37,clear sky
633,Gobabis,NA,-22.45,18.9667,59.02,25,33,9.82,scattered clouds
634,Belyy Yar,RU,53.6039,91.3903,51.69,66,0,6.71,light rain
635,Shetpe,KZ,44.1667,52.1167,62.26,43,90,14.99,overcast clouds
636,Nālūt,LY,30.3333,10.85,79.92,20,0,8.88,clear sky
637,Narón,ES,43.5167,-8.1528,60.04,84,93,6.64,overcast clouds
638,‘Āhuimanu,US,21.4447,-157.8378,87.51,65,40,14.97,light rain
639,Emba,KZ,48.8264,58.1442,42.26,46,10,6.4,clear sky
640,Maningrida,AU,-12.0667,134.2667,84.76,46,100,9.82,overcast clouds
641,Tinskoy,RU,56.1525,96.9161,54.84,86,100,2.59,light rain
642,Pingliang,CN,35.5392,106.6861,67.8,42,0,5.41,clear sky
643,Jalingo,NG,8.8833,11.3667,73.29,93,52,2.77,broken clouds
644,Ararat,AU,-37.2833,142.9333,46.62,84,47,20.49,light rain
645,The Pas,CA,53.8251,-101.2541,55.42,67,20,5.79,few clouds
646,Tawang Town,IN,27.5833,91.8667,62.11,66,0,2.51,clear sky
647,Dingcheng,CN,32.1272,115.0394,72.93,71,97,8.3,light rain
648,Tornio,FI,65.8481,24.1466,41.02,67,100,9.44,overcast clouds
649,Otane,NZ,-39.8833,176.6333,65.01,46,83,12.84,broken clouds
650,Saint-Georges,GF,3.9,-51.8,73.49,94,79,2.33,broken clouds
651,Makrāna,IN,27.05,74.7167,78.96,83,15,4.52,few clouds
652,Kelheim,DE,48.9167,11.8667,53.02,78,76,2.89,broken clouds
653,Santander,ES,43.4647,-3.8044,62.31,94,75,8.99,broken clouds
654,Waddān,LY,29.1614,16.139,80.89,26,0,7.58,clear sky
655,Puerto Ayacucho,VE,5.6639,-67.6236,75.76,90,97,3.2,overcast clouds
656,Lebedinyy,RU,58.5167,125.5167,39.38,74,98,4.47,overcast clouds
657,Uauá,BR,-9.8414,-39.4817,72.28,68,87,13.38,overcast clouds
658,Mana,GF,5.6592,-53.7767,79.52,84,92,8.84,overcast clouds
659,Staraya Akkermanovka,RU,51.2467,58.2391,31.78,65,14,3.78,few clouds
660,Mufulira,ZM,-12.5498,28.2407,61.16,68,0,4.56,clear sky
661,Ocampo,MX,21.65,-101.5,61.05,74,100,6.98,overcast clouds
662,Kourou,GF,5.1552,-52.6478,83.1,82,99,7.52,overcast clouds
663,Colac,AU,-38.3333,143.5833,50.16,93,96,14.45,light rain
664,Verkhnevilyuysk,RU,63.4453,120.3167,38.05,57,8,4.14,clear sky
665,Amagasaki,JP,34.7167,135.4167,84.31,68,20,3.44,few clouds
666,Osinki,RU,52.8432,49.5132,38.91,60,100,7.31,overcast clouds
667,Kosh-Agach,RU,50.0,88.6667,48.67,41,6,26.17,clear sky
668,Tacoronte,ES,28.4769,-16.4102,67.75,83,0,15.01,clear sky
669,Slave Lake,CA,55.2834,-114.769,44.58,87,1,2.3,clear sky
